Stroma; POLYGON; 128, 128, 128; 343,764;345,764;346,764;348,764;349,764;353,766;
Stroma; POLYGON; 128, 128, 128; 639,148;637,147;636,145;633,143;632,142;631,141;628,138;627,137;625,136;624,135;622,133;621,132;619,130;618,129;617,127;613,125;588,111;583,109;581,107;578,107;575,106;573,105;569,105;566,105;552,103;548,103;545,103;541,103;537,103;531,103;526,103;523,103;507,105;480,112;475,113;471,115;467,116;463,118;459,119;456,121;452,123;449,124;441,127;435,129;428,132;421,135;418,137;415,138;409,141;406,143;398,147;391,151;385,155;382,156;377,159;369,165;365,167;363,169;360,171;358,173;357,173;357,174;355,176;355,177;354,178;353,179;351,183;349,185;347,187;347,188;346,189;345,190;343,192;342,193;340,196;339,197;339,198;337,202;332,210;331,212;330,213;329,215;328,217;327,218;325,220;324,222;323,224;323,225;322,225;322,227;322,229;322,232;322,234;323,235;323,237;324,240;327,244;333,246;337,246;342,246;345,246;347,246;353,246;356,246;359,246;364,247;370,247;373,247;377,247;383,246;387,245;391,243;408,237;418,234;427,231;432,229;437,228;442,227;447,225;473,219;489,215;502,211;508,209;514,207;520,205;526,203;539,198;545,196;551,193;565,189;572,187;580,185;593,181;605,179;610,179;615,178;621,177;627,177;633,177;638,177;641,177;644,177;653,177;
Stroma; POLYGON; 128, 128, 128; 627,247;624,247;623,247;621,248;619,249;617,249;615,250;614,251;612,251;610,253;608,253;606,254;605,255;603,256;600,257;599,258;596,259;595,260;593,261;589,264;583,269;581,271;579,272;578,273;577,274;577,275;576,276;576,277;576,279;577,281;578,281;579,282;580,283;581,284;583,285;584,286;585,287;588,290;591,296;592,297;592,298;592,299;592,301;591,302;591,303;590,305;589,306;589,307;588,307;587,308;587,309;583,312;578,315;577,315;576,316;574,317;573,317;572,318;571,319;570,319;569,320;569,321;567,321;566,322;561,323;555,324;554,324;553,324;552,324;551,325;550,325;549,325;548,325;547,324;547,323;546,323;546,322;545,322;545,321;544,321;543,321;542,321;541,321;540,321;539,321;538,321;537,321;536,321;535,321;534,322;533,322;532,323;531,323;529,323;529,324;528,325;527,325;526,327;524,330;524,331;524,332;524,333;525,333;525,335;525,336;525,337;525,338;525,339;526,341;527,342;527,343;527,344;529,347;533,351;535,351;535,352;536,353;537,353;539,354;540,355;541,355;543,355;545,355;547,355;548,355;551,355;553,355;555,355;556,356;557,356;559,357;560,357;561,357;563,357;568,357;576,356;579,356;581,357;583,357;587,357;589,357;591,358;595,358;596,358;597,358;599,358;601,358;601,359;602,359;603,359;604,359;605,360;609,361;609,362;611,363;615,365;626,369;629,369;630,369;632,369;634,369;635,369;637,369;638,369;640,369;643,369;645,369;647,369;651,369;653,369;655,369;659,369;661,368;663,368;666,367;670,366;673,365;675,365;676,365;678,365;679,365;687,362;696,359;699,359;701,358;702,358;705,358;705,357;707,357;709,357;710,357;711,356;713,355;716,355;717,354;719,353;720,353;721,353;725,352;725,351;726,351;727,351;728,351;729,351;730,351;731,350;732,350;733,350;733,349;734,349;734,348;735,347;735,346;735,345;736,344;737,343;738,343;739,343;739,342;739,341;740,341;741,341;742,341;742,340;743,340;743,339;743,338;743,337;743,336;743,335;743,334;742,334;742,333;741,333;740,333;738,332;731,331;729,331;727,331;726,331;725,332;723,332;722,332;721,332;720,332;719,332;718,331;717,331;716,331;711,328;708,327;707,327;706,326;704,325;703,324;702,323;701,323;700,321;699,320;697,319;697,318;697,317;696,317;695,315;695,313;695,312;695,311;695,310;694,310;694,309;693,308;693,307;692,306;692,305;691,304;691,302;691,301;691,299;690,298;690,297;689,296;687,293;686,290;685,289;684,288;683,287;683,285;682,284;681,283;681,282;680,281;679,281;679,280;678,279;677,278;676,276;676,275;675,275;675,273;675,272;673,271;672,269;671,269;670,268;669,267;667,265;666,264;665,263;663,261;663,260;661,258;660,257;659,256;658,253;657,251;655,249;654,248;653,247;651,247;648,245;637,243;636,243;635,243;634,243;633,243;632,243;631,244;630,245;628,246;626,248;624,250;623,252;
Stroma; POLYGON; 128, 128, 128; 605,265;606,260;607,259;607,258;607,257;606,256;606,255;605,255;605,254;603,253;603,252;602,252;602,251;601,251;598,249;597,249;596,249;595,249;595,248;594,248;593,248;592,248;591,249;590,249;589,250;588,250;586,251;585,251;584,251;582,251;581,251;580,251;579,251;578,251;577,251;576,251;575,251;573,251;573,252;571,253;570,253;569,253;569,254;568,254;567,255;565,257;564,259;563,260;563,261;562,261;561,261;561,262;560,262;560,263;559,263;557,264;556,265;555,265;554,265;553,266;552,267;551,268;551,269;550,270;549,271;549,272;547,275;544,278;542,280;541,281;540,281;537,282;535,283;533,283;532,284;531,285;529,285;527,285;525,285;523,285;515,286;503,285;501,285;500,283;499,283;497,281;497,279;497,278;496,276;497,273;498,271;499,270;503,265;515,249;519,245;523,242;529,239;531,237;535,235;541,232;546,229;551,228;555,226;559,225;561,225;564,225;567,224;573,224;577,225;580,225;581,226;583,227;585,227;596,229;599,229;603,229;605,229;606,229;607,229;608,229;610,229;612,229;614,229;616,228;617,228;618,227;620,227;621,227;623,227;624,227;625,227;627,228;629,228;632,229;635,231;636,232;637,233;637,234;637,235;638,235;639,237;639,238;639,239;640,239;640,241;640,243;640,246;640,248;640,249;640,251;640,252;640,253;640,254;639,258;637,261;637,262;637,263;636,263;636,264;636,265;635,267;635,268;635,269;634,269;633,271;632,272;631,273;629,274;629,275;628,275;628,276;627,276;626,276;624,275;623,273;620,273;618,271;616,270;614,269;613,268;613,267;611,266;611,264;610,263;609,262;609,261;608,258;607,257;608,257;
Stroma; POLYGON; 128, 128, 128; 583,281;579,282;579,283;578,283;577,283;577,284;576,284;575,285;574,285;573,286;573,287;572,287;571,287;571,288;569,289;569,290;569,291;570,291;569,291;569,292;568,292;567,292;567,293;565,293;563,294;563,295;562,295;561,295;561,296;560,296;560,297;559,297;559,299;558,299;558,300;557,301;557,302;556,302;556,303;556,304;555,305;555,306;555,307;555,308;554,308;554,309;553,309;552,311;552,312;551,312;551,313;550,313;549,313;549,314;548,314;547,315;543,316;543,317;542,317;542,318;542,319;541,319;541,320;541,321;541,322;541,323;540,329;541,329;541,330;541,331;542,331;543,331;544,332;545,332;547,333;549,333;556,332;572,327;577,326;579,325;582,325;584,324;586,323;589,321;593,319;594,317;595,316;598,313;599,312;601,311;604,307;607,301;607,298;607,297;606,295;605,292;604,290;603,289;601,286;601,285;600,285;598,283;597,283;596,283;591,282;589,285;589,287;
Stroma; POLYGON; 128, 128, 128; 559,302;559,301;558,301;557,301;557,300;556,299;555,298;555,297;554,297;553,297;553,296;552,296;551,295;550,295;549,294;549,293;548,293;547,293;547,292;546,292;545,292;545,291;544,291;543,291;540,291;539,292;538,293;537,293;536,294;535,295;534,295;533,295;533,296;531,296;531,297;530,297;529,297;527,299;526,299;525,299;525,300;525,301;524,302;524,303;524,304;524,305;524,306;524,307;525,309;526,313;526,314;526,315;527,316;527,317;527,319;527,320;527,321;527,322;526,325;526,326;525,327;525,328;525,329;524,331;518,336;516,337;514,338;513,339;511,339;509,339;507,339;505,338;504,337;503,337;501,336;499,335;496,335;492,333;490,332;489,332;489,331;488,331;487,328;487,325;487,323;487,322;487,321;488,320;489,319;489,318;491,317;492,315;493,315;494,315;495,314;496,313;497,313;498,313;499,311;500,311;501,311;501,310;502,310;503,309;505,309;505,308;507,307;508,307;508,306;509,305;510,305;511,304;512,304;515,303;517,302;518,301;519,301;519,300;520,300;520,299;521,299;522,299;523,298;523,297;523,296;524,296;524,295;525,295;525,294;526,294;526,293;527,293;528,293;529,293;529,292;530,292;533,291;537,290;539,290;541,290;543,290;545,290;547,290;549,290;551,290;553,290;556,289;558,289;560,288;562,287;563,287;566,285;568,283;569,282;569,281;572,280;577,278;578,278;579,278;580,278;581,279;581,280;582,281;583,284;584,285;585,287;585,289;585,290;585,292;584,293;584,294;581,298;579,301;579,303;578,304;578,305;577,307;576,309;575,309;575,311;574,311;574,312;576,311;
Stroma; POLYGON; 128, 128, 128; 553,341;552,341;550,343;549,343;549,344;548,345;547,345;546,346;545,346;545,347;545,348;544,348;544,349;543,351;543,352;543,353;543,354;543,355;543,356;543,357;542,358;542,359;541,359;541,360;537,362;537,363;536,363;535,363;534,364;533,364;531,365;529,365;527,366;525,366;524,367;522,367;521,368;517,369;516,370;515,371;513,372;510,373;508,373;507,374;505,374;504,374;500,375;497,377;496,378;495,379;495,380;494,381;493,382;493,383;493,384;493,385;493,386;493,387;493,388;492,389;490,392;489,393;489,394;488,395;485,399;476,408;474,409;472,411;471,412;471,413;469,415;467,415;466,417;465,417;464,419;461,421;459,424;457,425;456,426;453,427;453,428;452,429;451,429;450,430;449,431;448,432;447,433;443,436;439,439;437,440;436,441;435,441;435,442;434,442;433,443;432,443;431,443;430,444;428,445;427,445;425,446;423,447;420,449;419,450;417,451;415,452;413,453;412,454;411,455;406,457;400,459;399,460;398,461;396,462;395,462;395,463;393,464;392,465;391,465;389,467;388,468;387,469;386,469;385,469;384,470;383,471;381,471;379,473;378,473;377,474;377,475;376,475;375,476;371,479;369,481;367,481;367,482;366,483;365,483;364,484;363,485;362,485;361,486;361,487;359,487;358,488;357,489;353,491;351,492;350,493;349,493;348,494;345,495;338,499;336,500;334,501;333,502;332,502;331,503;330,503;329,504;329,505;328,505;327,505;326,506;325,506;324,507;321,509;319,510;318,511;317,511;316,512;315,512;313,513;313,514;311,515;311,516;310,516;310,517;309,517;308,517;307,518;306,519;305,519;304,519;303,519;302,519;301,519;300,519;299,519;297,519;293,520;288,520;287,520;286,519;285,519;283,518;283,517;281,515;281,514;281,513;281,511;281,510;281,509;282,507;283,506;284,505;286,502;289,499;291,497;291,496;293,495;295,494;297,492;298,491;299,491;303,487;305,486;308,484;311,482;311,481;313,481;315,479;315,478;317,477;319,475;321,473;322,472;323,471;324,470;325,469;325,468;327,467;327,466;328,466;328,465;329,465;329,464;329,463;329,462;329,461;330,460;330,459;331,459;331,458;332,458;332,457;333,456;333,455;334,454;335,453;336,452;337,451;338,450;339,450;339,449;340,449;341,449;340,449;339,449;339,448;339,447;338,447;337,447;337,446;337,445;336,445;335,444;335,443;335,442;335,441;335,440;335,439;335,438;335,437;335,436;335,435;335,434;335,433;334,432;334,431;333,431;331,429;330,429;329,429;328,429;327,429;326,429;325,429;325,428;324,428;323,428;321,426;321,425;321,424;321,423;321,422;321,421;322,421;323,421;323,420;325,419;326,418;327,418;327,417;328,417;329,417;330,416;331,415;332,415;333,415;333,414;333,413;333,412;333,411;333,410;334,410;334,409;335,409;335,408;336,407;337,406;337,405;338,405;339,405;339,404;340,403;341,403;341,402;342,402;342,401;343,401;344,400;345,399;346,398;347,397;349,395;350,394;351,393;352,392;353,392;353,391;354,391;355,390;358,388;359,387;361,387;362,387;363,386;364,386;365,386;365,387;365,388;366,389;367,389;368,391;369,392;369,393;370,394;371,394;371,395;373,397;374,398;375,398;375,399;376,399;377,399;377,400;378,400;379,399;380,399;381,399;382,398;383,398;383,397;385,397;385,396;386,395;387,395;388,394;391,392;393,391;395,390;395,389;397,389;397,388;398,388;399,387;399,386;400,385;401,385;401,384;401,383;402,383;402,382;403,381;403,380;404,379;408,375;409,375;410,374;411,373;412,373;413,372;413,371;414,371;415,371;415,370;415,369;416,368;417,367;417,366;417,365;418,365;419,364;419,363;419,362;420,362;420,361;421,361;421,360;421,359;422,359;423,359;423,357;424,356;424,355;425,355;425,354;425,353;425,352;425,351;426,351;427,350;427,348;428,346;428,345;428,344;429,343;429,342;429,341;429,340;429,339;429,338;429,337;429,336;429,335;429,333;429,332;428,331;427,330;426,329;424,328;423,328;422,328;421,328;420,328;419,328;418,328;417,328;416,328;415,328;415,329;413,330;411,333;411,335;410,335;409,336;409,337;408,339;407,339;407,340;407,341;406,341;405,342;403,343;402,344;401,345;400,345;399,346;397,347;394,348;393,349;392,349;391,349;390,349;389,349;388,349;387,349;386,349;385,349;384,349;383,349;383,348;382,347;382,346;381,345;381,344;379,341;379,340;379,339;379,338;379,337;379,336;379,335;379,334;379,333;379,331;379,330;379,329;379,328;379,327;378,324;378,323;378,322;378,321;379,317;383,311;384,311;386,309;388,308;390,307;391,306;392,305;393,305;394,305;395,304;397,303;399,302;401,301;402,300;404,299;405,299;406,299;410,297;413,296;414,296;415,296;417,296;418,296;419,296;421,296;422,296;423,296;424,296;425,296;425,295;429,295;431,295;433,295;436,295;443,293;444,293;445,293;446,293;447,292;448,292;449,292;449,291;450,291;451,291;452,291;453,291;455,290;457,289;459,289;461,289;462,288;464,288;467,287;467,286;468,285;469,285;470,285;470,284;471,283;473,283;475,282;476,281;477,281;477,280;478,280;481,279;486,277;488,276;489,276;491,276;493,275;495,275;496,275;501,275;503,275;504,275;505,275;505,276;504,276;504,277;503,277;503,278;503,279;502,280;501,281;500,282;499,283;498,284;497,285;496,287;495,288;493,290;492,291;491,291;491,292;490,293;489,293;488,295;487,296;487,297;487,298;487,299;487,300;487,301;488,302;488,303;489,303;490,304;491,304;492,304;493,304;494,304;494,303;495,303;497,303;498,303;499,302;501,301;503,301;503,300;504,300;505,300;507,299;512,299;514,298;515,298;517,298;517,299;518,299;519,299;520,299;520,300;520,301;519,302;517,304;517,305;515,307;514,308;511,312;511,314;510,316;510,317;509,319;509,320;509,321;509,322;509,323;510,324;511,325;512,325;513,326;517,327;519,327;521,328;522,328;523,329;524,329;529,329;531,329;533,329;535,329;535,330;537,330;538,331;539,331;540,331;541,331;542,331;543,331;546,332;548,332;551,333;553,333;555,333;559,335;560,335;562,335;563,335;565,335;565,336;565,337;
Stroma; POLYGON; 128, 128, 128; 364,304;363,305;362,305;361,306;359,307;359,308;358,308;357,309;356,309;355,310;354,311;353,311;353,312;351,313;350,314;349,315;348,316;347,317;345,318;345,319;343,320;342,321;341,321;339,323;337,327;337,328;336,329;335,330;335,331;333,333;333,335;332,336;330,339;328,342;327,343;326,343;325,343;324,343;323,343;322,343;321,343;320,343;319,344;318,344;317,344;307,348;306,349;304,351;303,352;301,355;301,356;301,357;301,359;301,360;301,365;301,366;301,367;301,368;301,369;300,369;300,370;299,371;299,372;298,372;297,373;296,373;295,374;295,375;294,375;292,377;291,378;291,379;290,380;290,381;289,381;289,382;289,383;289,384;289,385;288,385;287,386;287,388;285,390;285,391;284,391;283,392;283,393;282,393;281,394;281,395;280,395;280,396;279,397;278,397;278,398;277,399;271,403;270,403;270,404;269,404;269,405;268,405;267,406;267,407;266,407;265,408;265,409;264,409;263,410;263,411;261,413;261,414;260,415;259,416;259,417;258,417;258,418;257,419;257,420;257,421;256,421;256,422;256,423;256,424;256,425;256,427;256,428;256,431;256,432;256,433;256,434;256,435;256,436;256,437;256,438;256,439;256,440;256,441;256,442;256,443;256,444;256,445;256,446;255,447;255,448;254,451;253,451;253,452;252,452;252,453;251,453;250,454;249,455;248,456;247,457;246,457;246,458;245,459;241,461;240,461;239,461;239,462;238,462;237,462;236,462;236,461;235,461;234,461;233,461;233,460;233,459;233,457;233,456;233,453;233,451;233,449;233,447;233,446;233,445;233,444;233,443;229,440;229,439;228,439;227,439;226,439;225,439;224,439;223,439;222,439;219,441;216,441;215,441;215,442;214,442;213,443;212,443;211,443;211,444;210,445;209,445;208,446;207,447;207,448;206,449;205,450;203,454;202,455;201,456;201,457;200,457;199,458;199,460;198,461;197,463;197,464;196,465;195,467;194,468;194,469;193,471;192,471;191,472;191,473;188,476;185,482;184,483;183,484;183,485;182,485;181,487;181,488;181,489;180,489;179,491;179,493;178,493;178,494;177,495;177,496;176,497;176,498;175,499;175,500;173,503;170,509;169,509;167,510;167,511;164,512;163,513;162,513;159,515;158,517;157,517;156,518;155,519;154,519;154,518;153,517;152,517;151,516;151,515;151,514;150,511;150,509;149,508;149,507;149,506;149,505;149,504;149,503;150,503;151,500;151,498;152,497;153,495;153,493;154,491;155,487;156,487;157,486;157,484;159,475;160,474;160,473;161,473;161,471;161,469;162,469;162,468;163,467;163,466;163,465;164,464;164,463;165,462;165,461;165,459;165,458;165,457;165,453;165,451;165,450;164,449;163,448;163,447;162,446;161,446;161,445;161,444;160,443;159,443;159,442;158,441;156,441;154,441;153,441;152,441;151,441;151,440;150,440;149,440;147,440;146,441;145,441;143,441;142,441;141,441;140,442;137,443;136,443;135,443;134,443;131,442;131,441;130,441;129,440;129,439;128,439;128,438;128,437;128,436;128,435;129,435;129,434;129,433;130,433;130,432;130,431;131,431;131,430;134,426;135,425;135,424;135,423;136,423;137,422;137,421;138,420;138,419;139,419;139,418;139,417;140,417;141,416;141,415;142,415;144,414;145,413;146,412;147,411;148,410;150,408;152,406;153,405;154,404;155,403;156,402;157,402;157,401;158,401;163,397;165,395;167,393;168,392;169,391;170,389;171,389;172,387;173,385;173,384;172,383;172,382;172,381;172,380;172,379;172,378;172,377;171,377;171,376;170,375;169,375;160,373;158,374;157,374;155,374;153,374;152,374;151,374;149,374;148,374;147,374;146,374;145,373;144,373;143,373;142,373;142,372;141,372;141,371;140,371;139,369;136,367;135,365;135,364;134,364;134,363;134,362;134,361;134,360;134,359;134,358;134,357;135,355;135,353;135,351;136,350;136,349;137,349;137,348;138,347;139,347;140,346;141,346;141,345;142,345;143,345;144,345;145,345;146,345;147,345;148,345;149,344;150,344;151,343;152,342;153,342;153,341;154,341;155,341;156,340;157,340;158,340;159,339;160,339;161,339;163,339;165,339;166,339;168,339;169,339;170,339;170,340;171,340;172,340;173,340;174,340;175,340;176,340;177,340;178,340;179,339;180,339;181,338;181,337;182,337;184,336;185,336;186,335;187,335;188,335;189,335;191,334;191,333;193,333;194,333;195,333;196,333;197,333;198,334;199,334;199,335;200,335;201,336;202,336;203,337;204,338;205,338;205,339;206,339;207,339;208,340;209,340;213,340;215,340;216,340;217,339;218,339;219,339;220,338;221,337;225,335;225,334;229,331;230,331;233,329;234,329;235,328;236,327;237,327;238,325;239,325;240,324;241,324;241,323;242,323;243,322;245,321;247,321;247,320;248,319;251,318;252,317;253,315;254,314;258,310;259,309;259,308;259,307;259,305;259,304;259,303;259,302;259,301;258,301;258,300;259,298;261,297;262,296;263,295;264,294;265,293;273,290;275,289;278,288;280,288;283,287;285,287;286,286;287,286;289,286;292,285;294,285;296,285;298,286;300,286;302,286;303,286;306,286;309,286;310,286;310,287;311,287;312,287;313,287;314,287;314,288;315,288;315,289;316,289;317,290;318,290;319,290;323,288;326,287;329,285;333,284;338,282;343,279;354,275;359,273;361,273;364,272;367,271;369,271;373,271;376,271;377,272;378,273;379,273;380,273;381,274;381,275;382,275;383,275;384,275;384,276;387,277;388,277;387,277;386,278;385,279;384,280;383,281;383,282;
Stroma; POLYGON; 128, 128, 128; 393,337;393,338;393,339;393,342;391,346;391,347;390,348;390,349;389,349;388,349;387,350;386,350;383,351;381,352;380,352;379,352;378,352;377,352;377,351;377,349;377,346;377,345;377,341;378,339;378,337;378,335;377,334;377,333;377,331;376,330;375,329;374,328;372,327;369,326;368,326;366,326;365,326;364,326;363,326;362,326;361,327;360,327;359,327;355,329;355,330;353,332;351,334;351,335;350,335;350,336;349,337;349,338;348,339;347,339;347,340;346,341;345,341;344,341;343,342;341,343;339,344;335,347;333,348;333,349;332,349;331,350;330,351;329,352;327,353;326,354;325,355;323,356;322,357;321,357;319,359;317,359;317,360;315,360;312,362;305,365;303,367;302,367;301,368;299,368;298,368;297,368;296,368;296,367;295,367;294,365;294,363;294,361;295,358;297,354;297,353;298,351;303,343;311,335;315,329;318,325;321,320;323,317;326,311;328,309;331,306;333,304;335,301;339,298;341,297;348,292;357,289;360,289;363,288;374,287;388,285;396,283;399,283;401,283;403,284;404,285;405,286;405,287;406,288;406,289;407,291;407,292;407,295;407,298;407,301;406,302;399,315;399,317;399,319;399,321;399,323;399,326;399,328;399,329;399,330;399,331;399,332;399,333;
Stroma; POLYGON; 128, 128, 128; 345,411;344,411;343,412;342,412;341,413;340,413;339,413;337,413;336,413;335,413;334,413;333,413;332,413;331,413;330,412;329,411;326,411;325,410;324,410;323,410;322,410;321,410;320,410;319,409;318,409;317,409;316,409;315,409;314,409;312,409;311,409;309,409;308,410;307,410;306,410;305,410;304,410;303,411;302,411;301,411;301,412;300,412;300,413;300,414;299,414;299,415;299,416;298,416;298,417;297,417;297,418;297,419;296,419;296,420;296,421;296,422;296,423;296,424;295,424;295,425;294,426;293,427;291,429;289,430;289,431;288,431;288,432;287,432;287,433;286,434;285,434;285,435;284,435;283,435;281,435;279,435;278,435;277,435;276,435;276,436;275,436;275,437;274,438;274,439;274,440;274,441;273,442;273,443;273,444;273,445;273,446;273,447;273,448;273,449;273,450;273,451;273,452;273,453;274,453;274,454;274,455;274,456;273,456;273,457;272,457;271,457;271,458;270,459;269,459;269,461;269,462;269,463;269,465;268,465;267,466;266,466;265,467;264,468;263,469;263,470;263,471;262,471;262,472;261,472;260,472;259,472;258,472;257,472;257,471;257,470;257,469;258,469;258,468;259,468;259,467;260,466;261,466;261,465;262,465;263,464;264,463;265,463;266,462;266,461;267,461;267,460;267,459;268,459;268,458;269,458;269,457;270,457;270,456;271,456;271,455;272,455;272,454;272,453;272,451;272,450;271,449;271,448;270,448;269,447;268,446;267,446;266,445;264,445;262,445;261,445;260,445;259,445;259,446;259,447;258,447;258,448;257,449;257,450;257,451;256,452;256,453;255,453;255,454;255,455;254,455;254,457;253,458;253,459;253,460;252,460;252,461;251,462;251,463;251,464;250,465;249,466;249,467;248,467;247,469;246,469;245,469;244,469;243,469;242,469;241,469;240,469;239,469;239,468;238,467;237,466;237,465;237,464;237,463;237,462;237,461;236,461;236,460;235,460;235,459;234,459;233,459;232,459;231,459;230,459;229,459;228,459;227,459;226,459;225,459;224,459;224,460;223,460;222,460;221,460;220,460;220,459;220,458;220,457;221,457;221,456;221,454;223,452;223,451;224,450;225,449;226,448;227,447;227,446;227,445;228,443;230,440;230,439;231,438;231,436;232,435;233,434;233,433;233,432;234,432;235,431;236,430;237,429;239,427;242,426;243,426;244,426;245,426;246,426;247,426;248,426;249,425;250,425;251,424;252,424;252,423;253,423;254,422;255,422;255,421;256,421;257,421;257,420;258,420;259,420;259,419;260,419;260,420;261,420;261,421;262,421;262,422;262,423;263,423;263,425;263,426;263,427;263,428;263,429;264,430;265,430;266,431;267,431;268,431;269,431;270,431;271,431;273,431;273,430;274,430;275,429;276,429;278,427;279,426;280,426;281,425;282,424;283,423;283,422;284,421;285,421;285,420;286,420;287,420;293,415;294,415;295,415;296,414;297,413;298,413;301,412;303,411;306,410;311,407;314,406;315,405;317,405;322,403;323,403;325,403;327,403;328,402;329,402;330,402;331,401;332,401;335,401;337,401;339,401;341,401;342,401;343,401;345,401;350,401;351,401;353,401;353,402;354,402;355,403;356,403;357,404;358,405;359,405;
Stroma; POLYGON; 128, 128, 128; 343,443;342,445;341,446;341,447;340,448;340,449;339,449;339,450;338,450;337,450;336,450;335,450;334,450;333,450;332,450;331,450;330,450;329,450;328,450;327,450;327,451;326,451;325,451;324,451;323,451;322,451;321,452;320,453;319,453;318,453;317,453;317,454;316,454;315,455;314,455;313,456;311,457;309,457;308,457;307,457;306,457;305,457;304,457;303,457;302,457;301,458;301,459;300,460;298,463;297,463;297,464;296,465;295,465;295,466;295,467;294,467;294,468;293,468;293,469;292,470;290,473;289,474;289,475;289,476;289,477;289,478;289,480;288,481;287,482;287,483;287,484;287,485;286,485;286,486;286,487;285,487;285,488;282,492;282,493;281,493;281,494;280,495;279,496;279,497;278,497;277,497;277,498;277,499;276,499;275,499;275,500;275,501;274,501;273,502;273,503;272,503;271,505;270,505;270,506;269,506;269,507;268,507;267,509;266,509;265,510;263,512;262,513;261,514;259,515;259,516;259,517;258,517;257,518;257,519;256,519;256,520;255,521;255,522;255,523;254,523;253,525;253,526;253,527;253,528;253,529;254,529;255,529;256,529;257,529;258,529;259,529;266,527;267,527;268,526;269,526;270,525;271,525;272,525;273,525;274,524;275,524;276,523;277,523;279,523;280,522;281,522;283,521;286,520;293,515;294,515;295,514;296,513;297,511;299,509;301,508;303,505;304,505;305,503;308,501;309,501;313,497;315,495;315,494;317,493;319,492;321,490;324,488;325,487;327,486;327,485;329,483;331,482;332,480;334,478;335,477;337,476;337,475;339,474;340,472;342,470;344,467;345,466;346,465;348,462;349,460;351,458;351,457;352,455;353,454;
Stroma; POLYGON; 128, 128, 128; 157,431;153,433;151,434;150,435;149,435;147,436;146,437;145,437;144,437;143,437;142,437;141,438;140,438;137,440;136,441;135,441;134,442;133,443;132,443;131,444;130,445;129,445;128,446;125,447;123,449;122,449;121,449;121,450;120,450;120,451;119,451;119,452;118,453;117,453;117,454;116,455;114,457;114,458;113,459;112,460;112,461;111,461;111,462;110,463;108,465;107,466;106,467;105,468;104,469;103,470;103,471;99,474;96,478;95,479;94,480;93,481;92,482;91,483;90,484;89,485;89,486;89,487;88,487;87,488;87,489;86,489;82,491;81,492;79,493;79,494;77,495;75,497;73,498;73,499;71,500;71,501;70,501;69,501;67,502;67,503;65,503;64,503;63,503;61,504;60,505;52,509;50,510;48,511;47,511;46,511;45,511;44,511;43,511;43,510;43,509;43,508;43,507;43,505;43,501;44,500;44,498;45,497;45,495;47,493;47,491;48,489;49,487;50,485;51,483;51,481;52,479;53,478;53,477;53,476;53,475;54,475;54,474;54,473;55,473;57,469;58,467;59,466;59,465;59,464;60,463;61,463;61,462;61,461;62,461;63,460;63,459;64,459;65,458;65,457;67,456;67,455;69,454;69,453;74,448;75,447;75,446;76,445;77,445;77,444;78,444;78,443;79,443;79,442;79,441;79,440;79,439;79,438;79,437;78,437;78,436;78,435;78,434;78,433;78,432;79,426;81,419;81,417;82,415;82,414;83,413;83,412;83,410;84,409;85,407;85,406;86,405;87,403;87,402;89,401;89,400;92,395;97,388;99,386;99,385;101,383;101,381;103,380;103,379;104,378;105,377;106,376;108,373;109,373;110,371;111,370;112,369;117,365;123,361;124,359;125,359;126,358;127,358;128,357;129,357;130,357;133,356;135,356;136,355;137,355;138,355;139,355;145,355;151,355;153,355;155,355;157,355;158,355;160,356;161,356;163,356;165,356;167,357;169,357;170,357;172,358;178,363;181,369;182,369;182,370;183,370;183,371;184,372;185,373;186,375;186,376;187,377;187,379;187,380;187,381;188,383;188,391;187,401;185,404;185,405;184,407;182,410;181,411;181,413;179,415;177,417;176,417;175,418;173,419;170,423;169,424;169,425;169,426;
Stroma; POLYGON; 128, 128, 128; 175,355;174,354;173,354;173,353;172,353;171,352;170,352;169,351;168,351;167,351;166,351;165,351;161,350;156,348;155,348;154,347;153,347;152,347;151,347;149,346;148,346;147,346;146,345;145,345;143,345;142,345;135,349;124,356;123,357;121,358;120,359;119,360;117,361;116,362;113,364;112,365;111,367;109,368;107,369;105,371;104,373;102,375;85,400;85,403;85,407;86,410;87,412;87,414;91,420;92,421;93,423;97,425;102,426;109,427;113,427;116,427;120,427;127,427;138,425;141,424;144,423;149,421;154,419;159,417;161,416;
