Vein; POLYGON; 63, 72, 204; 100,147;102,147;103,147;105,147;107,147;110,147;113,147;116,147;119,147;120,147;122,147;123,147;125,147;126,147;127,147;128,147;129,147;130,147;132,147;133,147;134,147;136,146;138,145;140,144;142,144;143,144;145,143;148,142;151,142;152,141;154,140;155,140;157,140;158,140;159,138;160,137;161,137;162,137;163,136;164,136;165,135;166,135;168,135;169,133;170,132;170,131;171,131;172,130;173,129;175,129;176,129;178,129;180,128;181,127;182,126;183,125;184,124;184,123;186,122;187,122;189,122;190,122;193,122;194,122;196,122;197,122;198,122;199,121;200,120;201,119;202,119;205,118;206,118;207,118;209,118;211,118;212,118;214,118;217,117;218,116;219,115;220,115;223,115;224,115;227,115;229,115;230,113;232,113;233,113;234,112;235,112;237,112;239,112;241,112;244,112;246,112;248,112;249,112;251,111;252,110;253,110;253,109;254,108;254,107;255,107;256,107;257,107;258,107;260,107;262,107;263,107;264,105;265,105;265,104;265,103;266,103;267,102;267,101;268,101;268,100;268,99;269,98;270,98;271,97;271,96;271,95;273,94;274,93;275,93;277,92;278,92;278,91;280,91;280,90;281,89;283,89;283,88;284,88;286,88;287,87;288,87;289,86;291,85;291,84;292,84;293,84;294,83;296,83;297,82;299,82;300,81;301,81;302,80;302,79;304,79;305,79;306,79;307,79;309,78;310,78;312,78;313,78;314,77;316,77;318,77;321,77;325,77;327,77;329,77;331,77;333,77;334,77;335,77;337,77;338,77;339,77;341,77;342,77;343,77;344,77;345,77;346,77;348,77;349,77;350,77;351,77;352,77;353,77;354,77;356,77;357,77;358,77;359,77;360,77;362,77;363,77;365,77;366,77;367,77;369,76;371,76;372,75;373,75;373,74;374,74;375,74;376,74;378,74;380,74;380,73;382,73;383,73;384,73;385,73;387,72;388,72;389,71;391,71;392,71;393,71;394,71;395,71;396,71;398,70;399,70;400,68;401,68;403,68;404,68;406,68;407,67;409,67;412,67;413,67;414,66;415,66;416,66;418,65;420,65;422,65;423,65;424,64;425,63;425,62;426,61;428,61;428,59;428,58;428,57;428,55;428,54;428,53;428,52;427,50;427,49;426,48;425,47;423,47;422,47;420,46;418,46;416,45;414,44;413,44;412,44;411,44;410,44;409,44;407,44;405,44;403,44;401,44;399,44;398,44;397,44;394,44;392,44;390,44;389,44;387,44;385,44;384,44;383,44;381,44;380,44;378,44;376,44;374,44;373,44;370,44;368,44;367,44;366,44;364,44;363,44;362,44;360,44;358,44;356,44;355,44;352,44;351,44;350,44;348,44;347,44;345,44;344,44;343,45;341,45;339,45;338,45;336,45;335,45;334,45;332,45;330,45;329,45;327,46;324,46;323,46;320,46;319,46;317,46;316,46;315,46;314,46;313,46;312,47;311,47;310,47;309,48;307,48;305,48;301,48;300,48;298,48;297,48;296,49;295,49;293,49;292,49;291,49;290,49;289,50;287,50;284,51;282,51;279,51;277,51;276,52;275,52;274,53;273,53;272,53;271,54;269,54;268,54;266,55;264,55;262,56;259,56;257,57;254,57;252,58;251,58;250,58;248,58;247,58;245,59;241,59;240,60;239,60;238,60;236,60;235,60;233,62;230,62;229,62;227,63;225,63;223,65;221,65;220,65;219,66;217,66;215,66;213,66;211,67;209,68;208,68;208,69;206,69;205,69;204,69;203,69;202,69;201,69;199,69;199,70;198,70;197,70;196,70;195,71;193,71;192,71;190,71;189,71;188,71;187,71;186,71;185,71;184,71;183,71;183,72;182,72;180,72;178,74;177,74;175,74;174,75;172,75;171,75;169,76;168,76;167,77;166,77;165,78;164,78;162,79;161,79;160,80;159,80;157,81;156,82;155,82;154,82;153,82;152,83;151,83;149,83;148,84;147,84;146,84;145,86;144,86;143,87;142,88;141,88;140,89;139,90;136,90;135,90;134,91;133,91;132,93;131,93;129,94;128,95;127,95;125,95;124,95;123,96;122,96;121,97;120,97;119,99;118,99;117,99;115,101;114,101;112,101;111,102;110,103;109,104;108,104;108,105;107,106;106,107;105,107;104,107;102,108;101,108;99,108;99,109;98,109;97,110;95,110;94,111;93,111;92,111;90,112;88,112;87,112;85,113;84,113;83,113;82,113;81,113;80,113;79,113;78,113;77,113;77,114;76,114;75,115;74,115;73,115;72,115;71,116;71,117;70,118;69,118;68,119;67,120;67,121;67,122;67,123;67,124;67,125;67,126;67,127;67,128;67,129;67,130;67,131;67,132;68,133;69,133;71,135;74,136;75,138;76,138;77,138;77,139;79,139;80,139;81,140;82,140;84,140;85,141;86,141;87,141;88,141;89,141;90,141;91,141;92,141;93,141;94,141;95,141;97,141;98,141;99,141;100,141;101,141;102,141;103,141;104,141;104,142;106,143;107,143;108,144;109,144;110,144;111,144;113,145;114,145;116,147;117,148;120,149;123,151;126,151;128,151;129,151;
Stroma, ICG; POLYGON; 255, 255, 255; 705,619;703,619;702,619;700,619;699,619;698,619;697,619;696,619;695,619;694,619;693,619;692,619;691,619;690,619;689,619;688,619;686,619;685,619;683,619;682,619;681,619;680,619;679,619;678,618;677,618;676,618;675,618;674,618;674,619;674,620;674,622;674,623;674,624;675,625;675,626;676,627;677,628;677,629;678,630;679,631;680,631;681,631;682,633;683,633;684,633;685,635;685,636;686,636;687,636;688,637;688,638;689,638;690,638;690,640;690,641;691,642;691,643;691,644;693,644;694,645;695,645;696,646;697,646;698,646;699,646;700,646;701,646;702,647;703,647;704,648;705,648;706,648;707,649;708,649;709,649;710,649;710,650;711,650;712,650;713,650;714,650;715,650;716,650;717,650;718,650;718,649;719,648;720,647;720,646;720,645;721,645;721,644;721,643;721,642;722,641;722,640;722,639;724,637;725,636;726,636;727,636;728,636;728,635;729,635;730,635;731,635;732,635;733,635;734,635;735,635;736,635;737,635;738,635;739,635;741,635;742,635;743,635;744,635;745,635;746,635;747,635;750,635;751,635;752,635;753,635;754,635;755,635;756,635;756,636;756,637;758,637;761,638;763,638;764,639;765,639;766,639;767,639;768,639;769,639;770,639;771,639;772,640;773,640;774,640;774,641;775,642;775,643;776,643;776,644;776,645;776,646;777,646;777,647;777,648;777,649;777,650;777,651;777,652;777,653;777,654;777,656;777,657;777,658;777,659;777,660;777,661;777,663;777,664;777,665;777,667;777,668;777,669;777,670;777,671;777,672;777,674;777,675;777,676;777,677;777,678;777,680;777,681;778,681;780,681;782,681;783,681;784,681;785,681;786,681;786,680;787,680;787,679;789,678;789,677;790,676;791,675;792,675;792,674;793,673;793,672;793,671;793,669;794,668;794,667;794,666;794,664;794,663;794,662;794,661;794,660;794,659;794,657;794,656;794,655;794,654;794,652;794,651;794,650;794,649;794,648;794,647;794,646;792,645;791,644;791,643;790,642;790,641;789,641;789,639;788,639;788,638;786,637;786,636;784,634;782,632;781,631;780,630;779,629;778,628;778,627;776,627;775,627;774,626;773,626;772,625;769,624;768,623;767,623;766,621;765,621;764,621;763,621;762,620;761,620;760,618;757,618;754,618;752,618;749,617;748,617;745,617;744,617;743,617;742,617;741,616;739,616;738,616;737,616;736,616;735,616;734,616;733,616;732,616;731,616;730,616;729,616;727,616;726,616;725,616;724,616;723,616;721,616;719,616;718,616;716,617;716,618;714,618;713,618;711,619;709,619;708,619;707,619;706,619;705,619;704,619;703,619;702,619;
Stroma, ICG; POLYGON; 255, 255, 255; 815,406;815,405;814,405;814,404;813,403;812,402;811,402;811,401;810,401;810,400;809,400;807,399;806,399;805,398;804,398;803,397;802,397;802,396;801,396;800,396;799,395;798,394;797,394;796,393;795,393;794,392;792,392;791,389;790,389;789,388;788,388;787,388;787,387;785,386;784,386;783,386;782,385;781,384;781,383;780,383;779,382;778,382;778,381;778,380;777,380;776,380;775,379;775,378;775,377;774,377;774,376;774,375;773,374;773,373;773,371;773,370;772,369;772,368;772,367;772,365;771,364;770,363;770,361;770,360;770,358;770,357;769,357;769,356;769,355;769,354;769,352;769,351;768,351;768,350;767,349;767,348;766,348;765,347;765,346;764,346;763,346;762,346;760,346;759,346;758,346;758,347;758,348;758,349;757,349;757,350;757,351;757,352;757,353;757,354;757,356;757,357;757,359;757,362;757,363;757,364;757,365;757,368;757,370;758,372;759,373;759,375;760,375;761,377;762,378;763,379;765,382;766,382;768,384;771,384;773,387;776,389;778,389;781,391;784,393;787,393;791,394;793,395;795,395;796,395;797,395;797,396;800,396;802,397;804,397;806,398;807,398;809,399;810,400;811,400;812,401;813,401;
Stroma, ICG; POLYGON; 255, 255, 255; 909,429;911,429;912,428;913,428;914,428;915,428;915,427;917,427;918,427;918,426;919,425;920,425;920,424;920,423;920,422;921,422;921,420;921,419;921,418;921,417;921,416;921,415;921,414;921,413;921,412;921,410;921,409;921,408;921,407;921,406;921,405;921,404;921,403;921,402;921,401;919,400;918,399;917,399;916,399;914,399;913,399;912,399;910,399;909,399;907,399;906,399;905,399;904,399;903,399;902,399;901,399;900,399;899,399;898,399;895,399;894,399;893,398;891,397;890,397;889,397;888,397;887,397;886,397;884,397;883,397;882,395;880,394;879,394;877,393;876,392;875,392;874,392;873,391;872,390;872,389;871,389;871,387;870,386;869,386;869,385;868,385;867,384;867,383;866,383;866,382;864,382;863,381;862,381;861,381;860,380;859,380;858,380;857,380;856,380;855,380;854,380;852,380;851,379;850,379;849,379;848,379;848,378;847,378;846,378;845,378;844,377;842,376;841,376;841,375;840,375;838,373;837,373;836,372;835,372;834,371;833,371;832,370;831,369;829,369;828,367;827,366;826,366;825,366;824,365;823,365;823,364;822,364;821,363;820,363;819,361;819,360;818,359;817,359;817,358;816,357;816,355;815,354;815,352;814,351;814,350;814,349;813,348;813,347;813,346;813,345;813,343;813,342;814,341;816,341;819,341;821,341;824,341;825,341;826,341;829,341;830,341;834,341;837,341;839,341;842,341;843,341;845,341;845,342;847,343;848,343;849,345;851,345;854,345;855,346;857,346;858,347;859,348;860,349;861,349;863,350;864,350;866,352;867,352;867,354;868,355;869,355;869,356;872,356;873,357;874,358;876,359;878,361;879,361;880,361;881,361;882,362;884,362;886,363;887,364;888,364;890,364;891,364;892,365;894,365;895,365;897,366;901,369;903,369;907,370;910,370;913,371;914,371;915,371;916,372;917,373;918,374;919,374;920,374;921,375;923,376;924,376;925,376;927,378;928,379;930,381;931,381;932,382;934,382;936,384;937,384;939,386;940,386;940,387;941,387;942,387;944,389;946,390;948,390;948,392;950,392;950,393;952,393;953,395;955,395;955,396;958,399;959,399;959,400;959,401;960,403;961,404;962,404;963,405;963,406;964,406;964,408;964,409;964,410;964,411;964,412;964,413;964,415;964,416;964,417;964,418;964,419;964,421;963,424;962,426;961,428;961,429;960,430;959,431;958,431;957,432;957,433;956,433;954,436;954,437;953,439;952,440;951,442;950,443;948,444;946,444;945,445;944,446;943,446;941,448;940,448;939,449;938,450;937,450;936,451;935,451;934,451;933,452;931,453;931,454;930,454;929,454;928,454;927,454;926,454;925,454;924,454;922,454;921,454;920,454;918,454;917,454;916,454;915,454;914,454;913,454;912,454;911,454;911,453;910,453;909,452;909,451;909,450;909,449;909,448;909,447;909,446;908,445;908,444;908,443;908,442;908,441;908,440;908,439;908,438;908,437;908,436;908,435;908,434;908,433;908,432;908,431;908,430;908,429;908,428;908,427;
Stroma, ICG; POLYGON; 255, 255, 255; 219,431;218,431;218,430;218,429;217,428;216,427;216,426;216,425;216,424;216,422;216,421;216,420;216,419;216,417;216,416;217,416;218,414;219,413;219,412;219,411;219,410;219,409;219,408;219,407;220,406;220,405;220,404;221,403;222,402;222,401;223,400;224,399;224,398;224,397;225,397;226,396;227,395;228,394;229,393;230,392;230,391;232,391;233,390;234,390;235,388;236,386;237,385;238,384;239,384;239,382;240,380;241,379;241,378;241,377;242,374;242,373;243,373;243,372;243,369;243,368;243,367;243,366;243,365;243,363;243,362;243,361;243,360;243,359;242,358;242,357;241,356;239,356;237,354;236,354;235,353;233,352;232,350;231,350;230,349;229,349;228,349;227,349;227,348;226,348;225,347;224,346;223,346;222,346;219,344;218,344;217,344;216,343;215,343;214,343;213,343;212,343;209,343;208,344;205,347;203,350;201,353;198,358;196,361;193,365;192,367;192,368;190,370;190,373;190,375;188,378;188,380;187,381;187,384;187,387;186,390;186,391;186,392;185,394;185,395;185,396;185,397;185,398;185,399;185,401;185,402;185,403;185,404;185,407;185,409;185,411;185,414;186,415;186,417;187,418;187,420;188,421;188,422;190,424;190,425;191,427;192,428;192,429;193,429;193,430;195,430;196,430;196,432;197,432;198,432;199,432;201,432;202,432;204,432;205,432;206,432;207,432;208,432;209,432;210,432;210,431;211,431;212,431;213,431;214,431;215,431;216,431;217,430;
Stroma, ICG; POLYGON; 255, 255, 255; 598,443;598,442;597,441;595,439;594,439;594,438;593,437;591,435;591,434;589,432;588,430;588,428;587,427;587,426;586,426;586,425;585,424;584,424;583,424;582,423;581,422;580,422;579,421;578,421;577,421;576,420;575,420;573,420;572,420;572,419;571,419;569,419;568,419;567,419;566,419;565,419;564,419;562,419;561,419;560,418;559,418;558,418;557,417;556,417;556,416;555,416;554,416;553,416;553,414;552,413;551,413;550,413;549,412;548,411;547,411;547,410;546,410;546,408;546,407;545,407;545,406;545,405;545,404;544,404;544,403;543,402;543,401;543,400;542,399;542,398;541,398;540,397;539,396;538,395;537,394;535,393;534,392;533,392;532,392;532,391;531,391;531,389;530,388;530,387;530,386;529,385;528,384;528,383;527,383;526,382;525,380;523,378;521,377;520,377;519,376;519,375;518,374;517,374;516,373;516,372;516,371;516,370;516,369;516,368;516,367;518,367;519,367;520,367;521,367;522,367;525,367;526,367;527,367;528,367;529,367;530,367;531,368;534,369;536,370;537,370;538,370;538,371;539,372;540,372;541,374;542,374;543,374;544,376;545,376;545,377;546,377;547,379;548,380;549,381;550,382;550,383;551,384;552,386;553,389;554,390;554,391;554,392;554,394;555,395;555,396;555,397;556,397;557,398;557,399;557,401;558,402;560,403;561,405;562,406;563,408;564,409;564,410;565,410;566,410;566,411;567,412;570,413;571,414;572,414;573,414;573,415;574,415;575,415;576,416;577,416;578,418;579,419;580,419;581,420;582,420;582,421;583,421;584,422;585,422;586,424;587,424;588,426;589,426;589,427;590,427;591,428;591,429;592,430;593,432;594,432;596,434;596,435;597,435;598,437;599,438;599,439;599,440;599,441;600,441;600,443;600,445;
Stroma, ICG; POLYGON; 255, 255, 255; 550,873;551,873;551,872;552,872;553,872;554,872;555,871;557,869;557,868;558,868;559,867;560,867;560,866;560,865;561,863;561,862;563,860;563,859;563,858;563,857;563,856;563,855;563,854;563,852;563,851;563,850;563,849;563,848;563,847;563,845;563,844;563,843;565,842;565,840;565,839;564,838;563,838;562,837;561,836;560,836;559,836;558,835;557,834;556,833;554,832;554,831;553,831;552,831;552,830;550,830;549,830;549,829;548,828;548,827;546,827;546,826;544,825;542,825;541,825;541,824;540,824;538,822;538,821;537,821;537,820;536,819;535,818;535,816;535,815;535,814;535,812;535,811;535,809;536,809;537,809;538,809;539,809;540,809;542,809;544,809;545,809;546,809;547,810;548,810;549,810;550,810;551,810;552,810;553,810;554,810;555,810;556,810;556,811;557,811;558,811;559,811;560,811;561,812;562,813;563,813;564,813;565,814;566,814;567,814;567,815;568,815;569,816;570,817;571,818;572,819;572,820;573,821;573,822;574,822;575,822;576,822;576,823;577,823;577,824;577,825;577,826;578,826;578,827;579,828;579,829;580,830;580,831;580,832;580,833;580,834;580,835;581,836;581,837;581,838;581,839;581,840;581,841;581,842;581,843;581,844;581,845;581,846;581,847;581,848;581,849;581,850;581,851;581,852;581,853;581,854;581,855;581,857;581,858;581,859;581,860;581,861;581,862;581,863;581,864;581,865;581,866;581,867;581,868;581,870;580,871;579,872;579,873;578,874;576,875;576,876;576,877;575,878;575,879;573,880;573,881;572,882;570,884;570,885;568,886;568,887;567,887;567,888;566,888;565,888;564,888;563,888;562,888;561,888;560,888;559,888;558,888;557,888;556,888;554,888;553,888;553,887;553,886;552,885;552,884;551,883;550,882;550,881;550,879;550,878;550,876;550,875;550,874;550,872;550,871;550,870;
Stroma, ICG; POLYGON; 255, 255, 255; 552,813;551,812;551,811;550,811;550,810;549,810;548,808;547,807;546,806;545,806;545,805;545,804;544,803;544,802;544,801;544,800;544,799;544,798;544,797;544,796;544,795;544,794;544,793;544,792;544,791;545,790;545,789;545,788;546,788;547,787;548,786;549,785;550,785;551,785;551,784;552,783;553,783;554,782;555,782;556,782;557,782;558,782;558,781;559,781;560,781;561,781;562,781;563,781;564,781;565,781;566,781;567,781;568,781;570,781;571,781;572,781;573,782;574,783;575,783;577,783;579,784;580,784;581,784;582,784;583,784;585,784;586,784;587,784;587,783;587,782;587,781;587,780;587,778;587,777;587,776;587,775;587,772;587,770;587,768;586,766;585,764;584,763;584,762;584,761;583,760;583,759;582,757;582,756;582,754;581,753;581,752;580,751;579,749;579,747;579,746;578,745;577,744;577,743;576,741;574,738;574,737;573,737;573,736;572,736;570,735;569,735;568,735;567,735;565,735;563,735;562,735;560,735;556,735;552,735;547,735;545,735;542,736;540,737;538,738;536,740;534,741;532,742;531,744;529,745;527,747;525,749;523,751;523,753;521,754;519,758;517,760;515,762;514,764;514,765;513,767;513,768;513,770;513,772;513,776;513,777;513,778;513,780;513,781;513,782;514,782;514,783;514,785;514,786;514,787;516,788;516,789;517,790;518,791;518,793;519,795;519,796;519,797;520,799;521,800;522,801;522,802;524,804;525,805;525,806;526,807;527,808;528,808;529,809;530,809;531,810;532,810;533,810;533,811;536,812;537,812;538,812;539,812;540,812;541,812;542,812;543,812;544,812;545,812;546,812;547,812;548,812;549,812;550,812;551,812;552,813;553,814;554,814;
Stroma, ICG; POLYGON; 255, 255, 255; 704,390;705,389;706,387;706,386;708,385;709,384;710,383;711,383;712,383;712,381;713,380;714,380;715,379;716,378;716,377;717,377;717,376;717,375;717,374;718,374;718,373;718,372;718,371;718,370;718,369;718,368;718,366;717,366;716,366;715,366;714,366;713,366;711,366;710,366;709,366;708,366;707,366;706,366;705,366;704,366;703,366;702,366;701,366;700,366;699,366;698,367;697,367;697,368;697,369;697,370;696,370;696,371;695,371;695,372;694,372;694,373;694,374;694,375;693,375;693,376;693,377;693,378;693,380;693,381;693,382;693,383;693,384;693,386;693,387;693,388;692,389;691,389;690,389;689,389;687,389;686,389;685,389;684,389;683,389;682,389;681,388;680,387;679,387;678,387;677,386;676,386;676,385;675,385;674,384;673,383;673,382;673,381;673,380;673,379;673,378;673,376;673,374;673,373;673,371;673,368;673,367;673,366;673,365;674,364;675,364;676,362;677,362;677,361;678,359;679,359;679,358;680,357;681,356;681,355;682,354;683,353;683,352;684,351;685,350;686,349;687,348;687,347;688,347;689,347;690,346;691,346;692,346;694,345;695,345;696,344;697,344;698,344;699,344;700,343;701,343;702,343;703,343;704,343;705,343;706,343;707,343;709,343;710,343;711,343;713,343;714,343;715,343;717,343;718,343;720,343;721,343;722,343;723,343;725,343;727,344;728,344;729,345;730,345;730,346;731,346;731,348;732,348;732,349;733,350;733,351;733,352;734,352;734,354;736,356;736,358;737,360;739,361;739,363;739,364;740,364;740,366;740,367;740,368;740,369;740,371;740,373;740,374;740,375;740,377;740,378;740,379;740,381;740,382;740,383;740,384;739,385;739,386;738,386;737,387;736,387;735,388;734,389;733,389;732,389;731,390;730,390;730,391;729,391;728,391;726,392;724,393;723,393;722,394;720,395;719,395;718,395;717,395;716,395;715,395;714,395;713,395;712,395;711,395;710,395;710,394;710,393;710,392;710,391;709,391;709,390;707,390;706,390;705,390;704,390;703,390;702,390;
Stroma, ICG; POLYGON; 255, 255, 255; 301,886;302,886;303,885;304,884;304,883;304,882;304,881;304,880;304,879;304,878;304,877;304,876;304,875;304,874;304,873;304,872;304,871;304,870;304,869;304,868;304,867;304,866;304,865;303,865;303,864;301,862;300,862;299,861;298,860;298,859;298,858;298,857;298,856;298,855;298,854;298,853;298,852;298,851;298,850;298,849;298,848;298,847;299,847;300,847;300,846;301,845;301,844;302,844;303,844;303,843;304,842;305,841;306,840;306,839;306,838;306,837;306,836;306,834;306,833;306,832;306,831;306,830;306,829;306,828;306,827;306,826;304,824;303,822;302,821;299,819;298,819;297,819;296,817;294,817;292,817;290,817;289,817;288,817;287,817;286,817;284,817;282,818;282,819;281,822;279,824;279,825;277,827;276,829;275,830;275,831;275,834;275,835;275,838;275,840;275,842;275,844;275,846;275,847;275,848;275,849;275,850;275,851;275,852;275,854;275,857;277,858;277,860;277,862;277,863;278,865;278,866;279,867;280,868;280,870;281,870;282,871;282,872;283,874;284,875;284,876;285,876;286,877;287,878;287,879;287,880;288,881;288,882;289,882;290,882;291,882;292,883;294,883;295,883;296,883;297,883;298,883;300,883;301,883;302,883;303,883;304,883;305,883;306,883;308,883;309,883;
Stroma, ICG; POLYGON; 255, 255, 255; 802,397;802,396;801,395;800,395;799,394;798,393;796,392;796,390;796,388;795,388;795,387;794,386;793,385;793,384;792,384;791,382;790,382;789,381;788,381;787,381;787,380;787,379;785,377;783,376;783,375;782,374;782,373;782,371;781,371;781,370;781,369;780,367;779,365;779,364;779,363;779,362;777,361;776,360;776,359;776,358;776,357;776,356;776,355;776,354;777,353;779,352;780,352;782,352;783,352;783,351;785,351;786,351;789,350;791,350;792,350;794,350;795,350;796,350;797,350;798,350;799,350;800,350;801,350;802,350;803,350;804,350;805,350;807,350;809,350;811,350;814,350;815,350;816,350;816,349;816,348;818,347;819,347;821,346;821,345;821,342;821,341;821,338;821,334;819,331;816,326;814,325;814,324;812,323;810,321;808,320;805,319;802,319;799,318;796,318;791,318;785,318;781,318;777,318;774,318;773,318;771,320;769,323;767,324;765,326;763,329;761,331;761,335;761,337;761,340;761,342;761,343;761,345;761,348;761,350;761,352;761,356;761,358;761,359;761,361;761,362;761,364;761,367;762,370;764,372;766,376;766,377;766,378;768,379;768,381;770,382;770,383;770,384;773,389;775,391;777,394;779,396;779,398;781,399;781,400;781,401;
Stroma, ICG; POLYGON; 255, 255, 255; 653,362;651,361;650,361;649,361;649,362;648,362;647,362;645,362;644,362;643,361;641,361;639,360;638,360;637,359;637,358;636,358;636,357;634,356;634,355;633,355;632,354;632,353;631,352;631,351;631,350;629,349;628,349;628,348;626,347;625,347;624,347;623,347;622,347;621,347;621,348;620,348;619,349;619,350;618,352;618,353;616,358;616,359;616,360;616,361;616,362;616,364;616,366;616,367;616,369;617,371;619,373;623,374;626,374;627,376;629,376;630,376;631,377;635,378;638,379;640,379;642,379;644,380;647,380;651,380;654,380;655,380;656,380;657,380;
Stroma, ICG; POLYGON; 255, 255, 255; 313,387;312,388;310,389;309,390;308,391;307,391;306,391;305,392;305,393;303,393;301,394;300,395;299,395;297,395;296,395;295,393;294,393;293,393;293,392;291,392;289,391;288,391;286,391;285,391;284,391;283,391;282,391;280,390;279,389;278,388;277,387;277,385;277,384;276,383;276,382;276,380;276,379;276,378;276,377;276,374;276,373;276,372;276,371;276,370;277,370;280,369;281,367;282,367;284,367;286,367;289,366;290,366;291,366;293,366;294,366;295,365;296,365;297,364;299,363;300,362;300,361;300,360;301,359;301,358;301,357;301,355;301,354;301,353;301,352;301,351;300,350;298,348;297,347;296,346;293,343;292,343;291,342;290,341;289,341;287,341;286,341;285,341;283,341;282,341;280,341;279,341;278,341;277,341;276,341;275,341;274,341;273,341;271,341;270,341;268,339;265,337;263,336;260,336;260,335;259,334;258,333;258,332;257,330;256,329;255,327;254,327;254,326;253,326;252,324;252,323;252,322;252,321;252,320;252,318;252,317;252,316;252,315;252,314;252,313;252,312;251,311;251,310;251,309;250,309;249,309;249,308;249,306;249,305;249,304;249,302;249,301;249,300;249,298;249,297;251,296;253,296;255,296;258,296;261,296;265,296;267,296;270,296;273,296;276,296;277,296;279,296;281,296;282,296;284,298;286,298;287,299;288,302;288,303;289,304;293,307;295,311;298,313;301,317;306,320;309,323;310,324;311,324;312,325;312,326;315,328;315,331;317,333;320,336;324,341;327,346;330,349;334,352;335,353;336,353;337,354;338,356;339,359;341,361;343,364;347,369;350,374;353,377;355,379;357,379;358,379;359,379;359,380;
Stroma, ICG; POLYGON; 255, 255, 255; 127,180;126,179;125,179;123,178;122,176;121,176;120,175;120,174;120,172;120,169;120,167;120,164;120,163;121,160;123,156;125,154;126,153;128,152;129,151;131,149;133,149;133,147;136,147;138,145;140,143;141,142;143,140;144,140;146,139;146,138;147,138;148,137;149,135;151,134;152,132;153,132;153,131;154,131;156,131;156,130;157,130;158,129;160,128;161,128;162,127;163,126;164,125;165,125;166,124;167,124;169,123;170,123;171,123;173,123;175,123;177,122;178,121;180,121;183,120;186,120;188,120;190,120;194,120;197,120;198,120;201,119;202,118;203,118;204,118;206,118;207,116;210,116;211,116;214,116;216,115;218,114;219,114;220,114;221,113;222,112;223,112;224,112;226,110;228,110;230,108;231,108;232,107;233,106;235,104;238,104;241,104;242,104;243,103;244,103;244,102;245,102;246,101;247,101;248,100;250,100;253,98;256,98;257,97;259,96;260,96;263,96;266,96;269,96;271,96;273,95;275,94;277,94;279,94;281,94;283,94;284,94;285,94;287,94;288,94;289,92;290,92;291,91;292,91;293,91;294,90;294,89;295,88;296,87;296,86;297,86;298,85;299,84;300,83;301,82;301,81;301,80;302,80;303,79;304,79;305,79;306,79;308,79;309,78;311,77;312,77;314,77;315,77;317,77;318,77;322,77;325,77;328,77;330,77;333,77;336,77;337,77;340,77;342,77;345,77;346,77;348,77;350,77;352,77;354,77;355,77;358,75;359,75;360,75;362,75;363,75;364,75;365,75;366,74;368,74;369,74;371,74;372,73;373,73;375,73;376,73;379,73;382,73;384,72;385,71;387,71;389,71;390,71;391,71;392,70;393,70;394,70;396,69;397,69;398,69;399,68;400,68;402,68;403,68;407,67;409,67;412,66;414,66;415,65;417,65;418,65;421,65;423,65;425,65;427,65;431,65;435,65;440,66;445,67;451,69;456,71;460,73;465,76;468,79;471,83;474,89;476,94;478,100;479,106;480,111;480,117;479,121;476,126;472,131;467,134;461,140;455,144;448,149;441,153;433,157;425,161;416,166;408,170;399,173;391,175;384,176;376,176;369,176;364,176;359,176;353,176;346,176;341,176;336,176;330,176;323,176;315,176;309,176;302,176;298,176;294,176;292,176;291,176;290,176;288,177;287,177;286,177;284,178;282,179;280,180;277,183;275,185;274,187;271,191;
Stroma, ICG; POLYGON; 255, 255, 255; 279,267;279,266;278,265;276,263;276,262;275,262;275,261;274,261;273,261;271,259;270,259;268,257;266,255;265,255;264,255;263,255;262,255;260,255;259,255;258,255;257,255;256,255;255,255;254,255;253,255;252,255;250,255;249,255;247,255;246,255;245,255;244,255;244,256;243,256;242,256;241,256;241,257;241,258;240,258;240,259;239,259;238,259;237,260;236,260;235,262;234,262;234,264;234,265;233,265;233,267;232,268;231,268;231,269;230,270;229,271;228,272;228,273;227,274;225,276;224,277;222,279;221,279;220,280;218,283;218,284;217,286;216,290;215,290;215,291;215,293;214,294;214,295;214,296;212,297;211,297;209,297;208,297;207,297;205,297;202,297;198,297;196,297;193,297;190,296;186,295;180,292;174,289;169,287;169,286;169,285;169,283;169,282;169,279;170,275;171,271;171,267;174,263;176,258;180,254;182,251;185,249;188,245;190,243;194,242;196,241;200,239;206,239;214,238;223,236;233,236;243,235;254,234;263,233;273,232;281,230;288,228;294,226;
Specular reflection; POLYGON; 191, 91, 22; 109,375;111,376;112,376;114,378;115,379;115,380;115,381;114,381;112,382;110,383;109,383;108,384;107,384;106,385;104,386;103,386;102,387;101,388;100,389;99,389;97,389;96,389;95,389;95,390;93,391;91,392;90,392;89,392;88,392;87,392;85,393;84,393;83,394;82,394;81,394;79,394;78,394;75,394;74,394;73,394;71,394;70,394;69,394;68,394;67,394;66,394;64,394;63,394;63,393;62,393;62,390;62,389;62,388;62,387;62,386;63,385;65,385;66,384;68,383;70,382;72,381;72,380;73,379;73,378;
